company_name,high,low,last_price,prev_close,change,percent_gain
Welspun Living,138.80,122.00,137.56,120.49,17.07,14.17
BSE Limited,"6,847.50","6,352.50","6,699.00","6,245.00",454,7.27
One 97 Paytm,874.00,808.00,873.65,814.85,58.8,7.22
Vardhman Text,486.00,454.80,483.45,451.45,32,7.09
KPR Mill,"1,112.50","1,057.00","1,088.50","1,019.10",69.4,6.81
Piramal Enter,"1,029.00",950.10,"1,026.20",962.80,63.4,6.58
Endurance Techn,"1,986.00","1,871.00","1,980.00","1,871.40",108.6,5.8
KEI Industries,"3,327.00","3,199.90","3,316.40","3,193.90",122.5,3.84
Poly Medicure,"2,919.80","2,667.30","2,885.30","2,781.30",104,3.74
KEC Intl,715.50,675.60,715.05,690.40,24.65,3.57
Tata Motors,675.65,641.15,670.90,648.20,22.7,3.5
Tata Motors,675.65,641.15,670.90,648.20,22.7,3.5
Intellect Desig,812.65,774.45,810.05,782.90,27.15,3.47
Whirlpool,"1,239.10","1,181.00","1,235.60","1,196.50",39.1,3.27
Poonawalla Fin,383.50,371.00,381.45,369.55,11.9,3.22
Wockhardt,"1,283.90","1,206.00","1,266.60","1,230.70",35.9,2.92
Raymond Life,947.75,911.35,945.00,918.65,26.35,2.87
CG Power ,627.75,578.00,615.20,598.45,16.75,2.8
Syrma SGS,469.85,446.80,469.85,457.20,12.65,2.77
Chola Invest.,"1,573.90","1,505.00","1,571.70","1,530.60",41.1,2.69
SRF,"3,007.00","2,905.00","3,006.50","2,928.10",78.4,2.68
Sundaram Fin,"5,275.00","5,019.00","5,250.00","5,115.00",135,2.64
Bharat Forge,"1,118.00","1,088.60","1,115.90","1,087.30",28.6,2.63
Vedant Fashions,762.60,731.00,754.85,736.05,18.8,2.55
Trident,27.77,26.25,27.69,27.01,0.68,2.52
Mahanagar Gas,"1,411.40","1,317.70","1,410.90","1,376.90",34,2.47
MOTHERSON,139.00,130.62,138.80,135.47,3.33,2.46
Nuvama Wealth,"5,883.00","5,670.00","5,867.00","5,728.50",138.5,2.42
Aarti Ind,445.70,425.00,445.30,435.30,10,2.3
Data Patterns,"2,289.90","2,157.60","2,245.00","2,194.80",50.2,2.29
Amber Enterpris,"6,050.00","5,776.50","5,990.00","5,856.50",133.5,2.28
Concord Biotech,"1,420.00","1,375.00","1,417.90","1,386.70",31.2,2.25
IEX,195.69,186.63,195.24,190.99,4.25,2.23
Aditya Birla F,263.80,256.45,262.30,256.60,5.7,2.22
JB Chemicals,"1,538.30","1,496.10","1,537.20","1,504.40",32.8,2.18
JB Chemicals,"1,538.30","1,496.10","1,537.20","1,504.40",32.8,2.18
NBCC (India),95.25,90.80,94.60,92.58,2.02,2.18
Alok Industries,16.78,15.87,16.58,16.23,0.35,2.16
Page Industries,"46,705.00","45,025.00","46,690.00","45,705.00",985,2.16
Nippon,651.20,628.00,649.50,635.75,13.75,2.16
APTUS VALUE,325.35,312.60,324.20,317.40,6.8,2.14
Muthoot Finance,"2,314.40","2,221.70","2,295.00","2,248.20",46.8,2.08
Angel One,"2,362.00","2,259.00","2,347.00","2,299.30",47.7,2.07
Elgi Equipments,450.70,433.55,449.70,440.80,8.9,2.02
NAVA,442.50,425.00,442.35,433.80,8.55,1.97
Asahi India,741.25,703.10,740.50,726.35,14.15,1.95
Sonata,406.90,371.35,392.80,385.30,7.5,1.95
Bosch,"30,485.00","29,425.00","30,485.00","29,915.00",570,1.91
Reliance Power,39.66,37.41,38.97,38.25,0.72,1.88
