company_name,high,low,last_price,prev_close,change,percent_gain
Garden Reach Sh,"2,264.90","2,095.10","2,188.00","1,914.80",273.20,14.27
HBL Eng,576.95,507.50,569.05,506.55,62.50,12.34
Authum Invest,"2,145.00","1,960.00","2,135.60","1,935.50",200.10,10.34
PTC Industries,"14,027.00","12,780.00","14,005.00","12,752.00","1,253.00",9.83
Railtel,360.00,323.45,356.55,325.85,30.70,9.42
SBFC Finance,111.26,99.80,109.49,100.21,9.28,9.26
Ircon Internati,173.90,160.10,172.81,160.35,12.46,7.77
Ircon Internati,173.90,160.10,172.81,160.35,12.46,7.77
Cochin Shipyard,"1,798.00","1,640.00","1,699.40","1,577.00",122.40,7.76
Cochin Shipyard,"1,798.00","1,640.00","1,699.40","1,577.00",122.40,7.76
TITAGARH,812.00,750.55,806.90,749.10,57.80,7.72
Nuvama Wealth,"6,800.00","6,271.00","6,748.00","6,265.50",482.50,7.7
ACME Solar,242.90,224.27,237.78,221.04,16.74,7.57
Intellect Desig,989.70,906.90,975.90,913.35,62.55,6.85
Techno Electric,"1,198.00","1,115.80","1,193.70","1,117.40",76.30,6.83
AB Capital,219.99,206.00,218.33,204.89,13.44,6.56
Apar Ind,"7,085.50","6,481.00","6,927.50","6,511.00",416.50,6.4
Linde India,"6,900.00","6,473.00","6,834.00","6,457.00",377.00,5.84
HEG,492.70,463.00,488.20,461.60,26.60,5.76
HEG,492.70,463.00,488.20,461.60,26.60,5.76
SAIL,122.99,116.58,122.68,116.00,6.68,5.76
AFFLE 3I,"1,690.00","1,586.00","1,679.50","1,590.80",88.70,5.58
RITES,248.46,233.11,245.73,233.11,12.62,5.41
Chalet Hotels,936.65,866.80,919.30,874.80,44.50,5.09
Sterling Wilson,290.00,278.00,290.00,276.20,13.80,5
Zen Tech,"1,628.00","1,591.20","1,628.00","1,550.50",77.50,5
NBCC (India),107.75,101.80,106.75,101.69,5.06,4.98
NALCO,173.50,166.02,173.16,165.04,8.12,4.92
Graphite India,497.50,465.45,485.40,462.75,22.65,4.89
NMDC Steel,38.29,36.09,37.97,36.21,1.76,4.86
Aditya Birla Re,"2,048.30","1,934.50","2,027.20","1,933.40",93.80,4.85
Hitachi Energy,"16,979.00","15,939.00","16,735.00","15,975.00",760.00,4.76
IDBI Bank,86.60,82.20,85.61,81.79,3.82,4.67
Jindal Stainles,659.00,628.05,653.45,624.85,28.60,4.58
Sagility India,47.26,45.69,47.05,45.01,2.04,4.53
Hind Copper,232.50,222.50,231.80,221.81,9.99,4.5
MMTC Ltd,60.80,57.16,59.42,56.88,2.54,4.47
MCX India,"6,229.50","5,918.00","6,202.50","5,937.50",265.00,4.46
Sai Life Sci,785.00,735.60,757.85,725.55,32.30,4.45
Rail Vikas,376.80,357.50,372.80,357.05,15.75,4.41
Waaree Energies,"2,871.20","2,706.90","2,807.70","2,690.10",117.60,4.37
GE Vernova TD,"1,784.00","1,691.10","1,770.40","1,696.40",74.00,4.36
Aster DM Health,576.75,547.00,573.70,550.10,23.60,4.29
Triveni Turbine,595.70,550.95,574.05,550.60,23.45,4.26
NMDC,70.45,67.45,70.04,67.21,2.83,4.21
Sundaram Fin,"5,239.00","5,004.00","5,211.00","5,001.00",210.00,4.2
IRFC,130.28,124.70,129.96,124.76,5.20,4.17
Suzlon Energy,60.40,57.40,59.92,57.60,2.32,4.03
Sona BLW,532.55,512.50,528.20,508.15,20.05,3.95
Tata Steel,157.15,151.00,155.31,149.43,5.88,3.93
Firstsource Sol,385.80,355.05,374.90,360.85,14.05,3.89
Fortis Health,694.60,663.00,691.85,666.20,25.65,3.85
Alivus Life,"1,188.00","1,138.60","1,180.90","1,137.30",43.60,3.83
Max Financial,"1,351.00","1,317.70","1,338.20","1,290.10",48.10,3.73
Jindal Steel,950.00,908.65,943.20,909.70,33.50,3.68
Star Health,407.50,385.15,403.60,389.40,14.20,3.65
Shree Renuka,30.75,29.69,30.57,29.51,1.06,3.59
Prestige Estate,"1,400.00","1,352.00","1,395.30","1,347.30",48.00,3.56
HFCL,86.40,82.49,85.65,82.73,2.92,3.53
Cyient,"1,292.00","1,252.70","1,287.20","1,243.40",43.80,3.52
Bharat Forge,"1,263.00","1,206.10","1,246.20","1,203.90",42.30,3.51
Deepak Fert,"1,344.00","1,289.00","1,336.00","1,290.80",45.20,3.5
Chola Fin Hold,"1,866.90","1,761.00","1,846.90","1,784.70",62.20,3.49
Craftsman,"5,490.00","5,157.00","5,335.70","5,156.20",179.50,3.48
