company_name,high,low,last_price,prev_close,change,percent_gain
Blue Dart,"6,944.00","6,410.00","6,846.50","6,389.50",457,7.15
Raymond,771.40,715.65,757.00,709.40,47.6,6.71
Asahi India,832.00,762.10,806.30,759.15,47.15,6.21
IDFC First Bank,77.39,73.25,77.24,72.84,4.4,6.04
City Union Bank,232.36,214.00,230.51,218.71,11.8,5.4
RBL Bank,260.93,246.75,260.02,248.48,11.54,4.64
HBL Eng,644.00,594.00,620.40,592.90,27.5,4.64
Amber Enterpris,"7,110.00","6,722.00","7,083.00","6,769.50",313.5,4.63
Jaiprakash Pow,19.28,18.15,19.08,18.30,0.78,4.26
Blue Star,"1,715.10","1,631.60","1,704.90","1,635.60",69.3,4.24
Endurance Techn,"3,030.00","2,770.10","2,884.50","2,770.10",114.4,4.13
CreditAccess Gr,"1,273.90","1,210.00","1,257.30","1,209.70",47.6,3.93
Olectra Greente,"1,240.00","1,177.70","1,214.50","1,171.60",42.9,3.66
Apollo Hospital,"7,584.50","7,404.50","7,496.00","7,242.00",254,3.51
Syrma SGS,598.50,562.15,586.95,567.20,19.75,3.48
TBO Tek,"1,454.00","1,375.40","1,447.60","1,399.70",47.9,3.42
Carborundum,"1,009.70",968.45,997.15,965.45,31.7,3.28
Westlife Food,772.65,738.30,768.00,745.10,22.9,3.07
Laurus Labs,750.00,721.05,746.05,724.85,21.2,2.92
GNFC,571.55,553.45,568.90,553.00,15.9,2.88
CESC,177.00,172.00,176.45,171.75,4.7,2.74
NTPC Green Ener,108.00,104.20,107.56,104.69,2.87,2.74
Federal Bank,219.45,211.60,218.72,213.12,5.6,2.63
R R Kabel,"1,426.60","1,346.10","1,384.00","1,348.60",35.4,2.62
Kalyan Jeweller,575.05,553.10,570.35,555.85,14.5,2.61
AU Small Financ,840.00,820.00,838.35,817.50,20.85,2.55
Bharat Elec,436.00,424.10,432.25,421.50,10.75,2.55
IOB,40.05,38.90,39.95,38.98,0.97,2.49
Gland,"1,884.80","1,822.40","1,878.00","1,833.60",44.4,2.42
Karur Vysya,277.50,267.00,273.95,267.54,6.41,2.4
Craftsman,"5,820.00","5,523.00","5,701.00","5,570.50",130.5,2.34
PNB,113.49,109.31,113.07,110.50,2.57,2.33
Techno Electric,"1,645.00","1,564.00","1,636.10","1,600.10",36,2.25
TITAGARH,965.00,942.40,963.75,942.85,20.9,2.22
Siemens,"3,378.80","3,260.00","3,323.10","3,251.50",71.6,2.2
Piramal Enter,"1,175.00","1,138.30","1,168.80","1,144.20",24.6,2.15
Bank of Mah,58.79,56.50,58.33,57.11,1.22,2.14
Bank of India,121.50,117.57,121.09,118.56,2.53,2.13
Guj Mineral,428.35,409.10,420.35,411.60,8.75,2.13
Deepak Fert,"1,757.80","1,701.00","1,743.50","1,707.40",36.1,2.11
Tata Comm,"1,756.00","1,684.10","1,725.80","1,690.60",35.2,2.08
Central Bank,40.64,39.50,40.48,39.66,0.82,2.07
Aadhar Housing ,468.00,452.95,463.90,454.60,9.3,2.05
Poly Medicure,"2,274.00","2,205.00","2,269.20","2,223.60",45.6,2.05
JBM Auto,667.80,642.50,655.80,642.85,12.95,2.01
Bharat Dynamics,"2,009.50","1,957.00","1,980.30","1,943.20",37.1,1.91
Bharat Dynamics,"2,009.50","1,957.00","1,980.30","1,943.20",37.1,1.91
Biocon,363.45,354.00,362.50,355.70,6.8,1.91
Krishna Inst.,689.90,660.90,686.25,673.60,12.65,1.88
Krishna Inst.,689.90,660.90,686.25,673.60,12.65,1.88
Reliance,"1,531.40","1,500.10","1,528.40","1,500.60",27.8,1.85
Avenue Supermar,"4,483.60","4,380.50","4,452.40","4,372.30",80.1,1.83
Sobha,"1,504.00","1,452.30","1,491.80","1,465.80",26,1.77
Polycab,"6,689.00","6,560.00","6,664.00","6,551.00",113,1.72
Guj State Petro,337.80,328.05,335.15,329.55,5.6,1.7
UCO Bank,33.10,32.10,32.93,32.40,0.53,1.64
Bharti Hexacom,"2,052.90","1,891.10","1,984.60","1,952.70",31.9,1.63
Hind Copper,286.05,275.70,283.60,279.30,4.3,1.54
AB Capital,282.65,276.40,280.80,276.60,4.2,1.52
UPL,674.95,659.15,671.05,661.25,9.8,1.48
Angel One,"2,969.90","2,893.10","2,964.30","2,922.80",41.5,1.42
Netweb,"1,884.80","1,842.00","1,871.20","1,845.20",26,1.41
Navin Fluorine,"4,995.00","4,844.20","4,887.70","4,820.10",67.6,1.4
IDBI Bank,105.65,102.61,104.85,103.43,1.42,1.37
SKF India,"4,909.00","4,755.40","4,881.80","4,815.80",66,1.37
C. E. Info Syst,"1,803.50","1,753.60","1,783.50","1,759.70",23.8,1.35
NCC,236.89,229.28,233.57,230.46,3.11,1.35
Castrol,229.25,221.56,224.71,221.73,2.98,1.34
Redington,331.25,323.15,329.70,325.35,4.35,1.34
SBI Life Insura,"1,865.30","1,827.30","1,862.50","1,838.30",24.2,1.32
MCX India,"9,115.00","8,860.00","9,060.50","8,944.00",116.5,1.3
Balkrishna Ind,"2,484.40","2,436.00","2,476.80","2,445.30",31.5,1.29
Global Health,"1,155.70","1,137.00","1,151.40","1,136.80",14.6,1.28
MphasiS,"2,888.60","2,845.40","2,881.50","2,845.40",36.1,1.27
Zydus Life,"1,004.60",986.35,"1,002.50",989.95,12.55,1.27
Asian Paints,"2,400.00","2,350.20","2,369.50","2,341.10",28.4,1.21
PI Industries,"4,174.40","4,085.60","4,154.30","4,104.70",49.6,1.21
HUDCO,242.56,235.80,240.40,237.56,2.84,1.2
Inox India,"1,252.00","1,223.70","1,244.80","1,230.00",14.8,1.2
Lupin,"1,970.00","1,905.00","1,960.90","1,938.00",22.9,1.18
APL Apollo,"1,764.60","1,718.10","1,759.50","1,739.10",20.4,1.17
Graphite India,584.05,568.45,572.85,566.20,6.65,1.17
Inventurus Know,"1,660.00","1,611.00","1,628.80","1,610.10",18.7,1.16
ICICI Lombard ,"2,068.70","2,032.60","2,063.60","2,040.20",23.4,1.15
Gujarat Gas,482.00,471.75,480.20,474.80,5.4,1.14
Jubilant Food,718.95,703.05,709.75,701.80,7.95,1.13
Birlasoft,439.80,431.45,438.25,433.50,4.75,1.1
Vedanta,470.25,456.35,465.90,460.85,5.05,1.1
Canara Bank,116.00,112.62,115.42,114.20,1.22,1.07
Canara Bank,116.00,112.62,115.42,114.20,1.22,1.07
Bayer CropScien,"6,387.00","6,229.00","6,361.00","6,294.50",66.5,1.06
Aarti Ind,485.75,476.40,484.45,479.45,5,1.04
Eicher Motors,"5,749.00","5,632.50","5,715.50","5,656.50",59,1.04
SAIL,133.78,130.05,133.34,131.99,1.35,1.02
Jindal Steel,955.00,935.50,951.25,941.70,9.55,1.01
Manappuram Fin,279.00,273.65,278.10,275.37,2.73,0.99
Data Patterns,"2,964.90","2,895.00","2,929.10","2,900.70",28.4,0.98
JSW Energy,528.45,518.80,527.15,522.10,5.05,0.97
UltraTechCement,"12,225.00","12,060.00","12,210.00","12,093.00",117,0.97
Adani Power,607.00,586.50,591.40,585.75,5.65,0.96
GMR Airports,86.50,85.01,86.01,85.19,0.82,0.96
Indian Bank,653.75,639.55,649.65,643.45,6.2,0.96
Hyundai Motor,"2,265.30","2,210.00","2,240.70","2,219.70",21,0.95
Mazagon Dock,"3,341.00","3,251.50","3,275.00","3,244.30",30.7,0.95
Mazagon Dock,"3,341.00","3,251.50","3,275.00","3,244.30",30.7,0.95
Nippon,813.40,799.25,807.65,800.05,7.6,0.95
Voltas,"1,332.50","1,312.40","1,326.50","1,314.10",12.4,0.94
Kotak Mahindra,"2,186.50","2,159.30","2,183.60","2,163.50",20.1,0.93
JSW Steel,"1,031.60","1,016.20","1,029.60","1,020.50",9.1,0.89
